"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"3602","Ubiquitin",952.0763,229.22,0.56,2833.122,273.57357198496,266.619087827101,280.528056142818,221.342846288302,325.804297681618
"3603","Ubiquitin",952.0815,228.05,0.03,2853.46459565217,273.709203907761,266.740710115036,280.677697700487,221.476610992639,325.941796822883
"3604","Ubiquitin",856.9695,219.7,0.49,2873.80719130435,273.842737378177,266.860432563103,280.825042193251,221.608300103251,326.077174653104
"3605","Ubiquitin",1223.8102,219.68,1.41,2894.14978695652,273.974219374696,266.978298234221,280.970140515171,221.737960229335,326.210478520057
"3606","Ubiquitin",856.9778,219.23,0.03,2914.4923826087,274.103695503738,267.094348913609,281.113042093867,221.865636614475,326.341754393001
"3607","Ubiquitin",779.1548,213.88,0.33,2934.83497826087,274.231210048959,267.208625155621,281.253794942297,221.991373185874,326.471046912044
"3608","Ubiquitin",779.1607,213.56,0.03,2955.17757391304,274.356806018449,267.321166328521,281.392445708378,222.115212601478,326.59839943542
"3609","Ubiquitin",856.9695,210.95,1.04,2975.52016956522,274.480525189938,267.432010657329,281.529039722548,222.237196295103,326.723854084774
"3610","Ubiquitin",714.3092,209.94,0.35,2995.86276521739,274.602408154106,267.541195264826,281.663621043386,222.357364519659,326.847451788554
"3611","Ubiquitin",1070.9599,208.74,0.98,3016.20536086957,274.722494356082,267.6487562108,281.796232501363,222.475756388572,326.969232323591
"3612","Ubiquitin",952.0763,206.85,1.85,3036.54795652174,274.840822135228,267.75472852964,281.926915740815,222.592409915479,327.089234354976
"3613","Ubiquitin",779.1548,203.87,1.05,3056.89055217391,274.957428763285,267.85914626634,282.055711260229,222.707362052284,327.207495474285
"3614","Ubiquitin",1427.6106,203.66,1.16,3077.23314782609,275.07235048096,267.962042511006,282.182658450914,222.820648725656,327.324052236263
"3615","Ubiquitin",714.3092,202.31,0.32,3097.57574347826,275.185622533025,268.063449431922,282.307795634128,222.932304872041,327.438940194009
"3616","Ubiquitin",1712.9311,202.26,1.69,3117.91833913043,275.297279202004,268.163398307265,282.431160096743,223.042364471255,327.552193932754
"3617","Ubiquitin",714.3158,202.06,0.04,3138.26093478261,275.407353840506,268.261919555515,282.552788125498,223.150860578724,327.663847102289
"3618","Ubiquitin",659.4399,198.75,0.37,3158.60353043478,275.515878902272,268.359042764625,282.67271503992,223.257825356444,327.773932448101
"3619","Ubiquitin",659.4464,198.28,0.02,3178.94612608696,275.622885971995,268.454796720028,282.790975223961,223.363290102703,327.882481841287
"3620","Ubiquitin",612.4145,194.82,0.18,3199.28872173913,275.728405793963,268.549209431506,282.90760215642,223.467285280638,327.989526307288
"3621","Ubiquitin",612.409,193.92,0.3,3219.6313173913,275.83246829959,268.642308158995,283.022628440185,223.569840545668,328.095096053512
"3622","Ubiquitin",856.9695,188.99,1.35,3239.97391304348,275.935102633872,268.734119437372,283.136085830371,223.670984771864,328.19922049588
"3623","Ubiquitin",571.6489,186.85,1.24,3260.31650869565,276.036337180822,268.82466910026,283.248005261384,223.770746077288,328.301928284356
"3624","Ubiquitin",1223.8102,183.53,1.41,3280.65910434783,276.136199587939,268.913982302913,283.358416872965,223.869151848376,328.403247327501
"3625","Ubiquitin",535.9839,179.91,NA,3301.0017,276.234716789729,269.002083544201,283.467350035258,223.966228763368,328.503204816091
